aloadp,asolarp
1.3562,0
1.3103,-0.0066062
1.3411,-0.022519
1.5025,-0.0010921
1.6461,0
1.4503,-0.045347
1.1123,-0.028743
1.1576,-0.027162
1.2381,0
1.2352,0
1.0813,0
1.253,0
1.4734,0
1.7195,-0.022171
1.6852,-0.022404
1.6418,0
1.6311,0
1.7341,-0.026486
3.2931,-0.0064182
2.7949,-0.044079
1.5263,-0.011748
1.3393,0
1.2373,0
1.0547,0
0.86147,-0.038806
0.79117,-0.011875
0.83205,0
0.92625,-0.038787
0.9929,0
0.84985,0
0.80014,0
0.87615,0
0.97216,0
0.95426,0
0.8297,0
0.8591,-0.024877
1.9672,0
1.1459,-0.0079768
0.98052,-0.0011037
0.76943,0
0.65785,0
0.56962,0
0.77678,0
0.75569,-0.02778
0.65457,0
0.60836,0
0.65741,-0.0058663
0.69909,0
0.74569,-0.021581
0.61002,0
0.61399,0
0.56608,0
0.63662,0
0.59382,-0.00098934
0.54875,-0.014543
0.48214,0
0.57882,-0.034755
0.72383,0
0.80529,-0.034444
0.64999,-0.02614
0.58114,0
0.60889,-0.0023044
1.0122,0
1.1464,0
0.61365,0
0.64478,-0.011786
0.6238,0
0.52798,0
0.71685,0
0.75294,0
0.65597,-0.03676
0.61299,-0.044044
0.59128,0
0.565,-0.024571
0.65151,0
0.73012,0
0.74972,0
0.80142,-0.0053943
0.58566,0
0.58574,0
0.80491,0
0.82453,-0.0086069
0.64621,0
0.48104,-0.028976
0.51018,0
0.49572,0
0.61829,-0.022803
0.62269,0
0.58709,-0.047198
0.53025,0
0.58199,-0.041572
0.74267,-0.00076671
0.71794,0
0.59919,0
0.53412,-0.042215
0.54217,0
0.65598,-0.07741
0.56067,-0.027855
0.73371,-0.042295
0.84758,-0.14625
0.89358,-0.16678
0.99686,-0.28772
1.0042,-0.22667
0.67814,-0.20676
0.67787,-0.32022
0.72053,-0.42682
0.66729,-0.4113
0.75637,-0.46406
0.8456,-0.53205
0.71243,-0.53006
0.68459,-0.46527
0.70712,-0.58961
1.0427,-0.61104
0.90661,-1.1227
0.79817,-1.1376
0.69696,-0.5549
0.70047,-0.75024
0.79163,-1.2185
1.397,-1.3116
0.97683,-1.3706
0.59826,-1.5202
1.3806,-1.7046
1.9694,-1.3708
1.3914,-2.0825
1.2298,-2.2217
1.2269,-2.462
1.1524,-2.6679
1.3022,-2.7265
1.4582,-2.9026
1.4185,-3.0765
1.2848,-3.2282
1.3425,-3.3473
1.5428,-3.5182
1.5852,-3.6339
1.4758,-3.764
1.2963,-3.849
1.2695,-4.0315
1.4129,-4.1769
1.4074,-4.2143
1.3267,-4.3627
1.1588,-4.5221
1.2184,-4.6111
1.7333,-4.6947
1.4904,-4.781
1.4739,-4.9104
1.3461,-4.9999
1.2741,-5.0968
1.4204,-5.1774
1.6827,-5.3121
1.7259,-5.4103
1.6133,-5.485
1.6824,-5.5075
1.6631,-5.6396
1.6192,-5.6574
1.5359,-5.7014
1.787,-5.724
1.8971,-5.8295
1.8853,-5.8276
2.1285,-5.9283
2.1941,-5.93
1.9927,-6
2.337,-6
2.1167,-6
2.1977,-6
2.1014,-6
2.4651,-6
2.6309,-6
2.632,-6
2.2185,-6
1.9681,-6
1.4993,-6
2.5869,-6
1.9878,-6
2.627,-6
2.2629,-6
3.0818,-6
4.5382,-6
7.6226,-6
5.7974,-6
3.0188,-6
2.681,-6
2.8756,-6
2.8362,-6
3.0538,-6
2.58,-6
2.6748,-6
2.0611,-6
2.183,-6
3.385,-6
3.8811,-6
1.8964,-6
1.885,-6
2.056,-6
2.3579,-6
2.3858,-6
2.6538,-6
2.0678,-6
2.5682,-6
2.6469,-6
2.1576,-6
1.984,-6
2.0714,-6
2.1311,-6
2.1783,-6
2.0692,-6
1.7507,-6
2.1531,-5.7912
2.7767,-5.7925
1.977,-2.5061
2.173,-5.3421
8,-3.8918
8,-3.6252
8,-3.1224
8,-3.348
8,-3.3149
8,-2.9874
8,-3.4087
7.9989,-3.5037
6.0421,-3.5499
4.6101,-0.964
4.0629,-2.3414
4.3502,-3.9819
4.5406,-3.7024
3.2275,-3.2233
3.8742,-2.8053
4.7542,-2.8776
3.3777,-2.6399
4.0791,-2.6698
3.4404,-2.5846
4.2889,-1.7034
1.7249,-0.99622
1.7277,-1.2896
1.9279,-1.3939
2.0354,-1.2707
1.9053,-1.2744
1.836,-1.0685
1.6461,-0.89121
1.7429,-0.88818
1.8503,-0.95049
1.6881,-0.77403
1.7112,-0.7932
1.8998,-0.71118
1.8304,-0.53451
1.7825,-0.54009
1.7029,-0.43724
1.6547,-0.46066
1.9308,-0.53723
1.8366,-0.42713
1.7826,-0.30623
1.649,-0.26805
1.647,-0.25554
1.8139,-0.28658
1.905,-0.28347
1.8033,-0.4514
1.707,-0.48663
1.7305,-0.42761
1.8562,-0.36586
3.0377,-0.31992
3.7297,-0.2287
2.0921,-0.18264
2.374,-0.15899
2.6565,-0.098071
2.6567,-0.098335
2.6346,-0.079619
2.9869,-0.023423
2.7416,0
1.7243,-0.030801
1.584,-0.043245
1.658,0
1.7198,-0.0058245
1.8686,-0.016213
2.0371,0
1.8476,0
1.7292,-0.011581
1.5838,0
1.5715,-0.045623
1.5532,0
1.5766,0
1.5088,0
1.6355,-0.043962
2.2558,0
1.6115,0
1.6313,-0.016038
1.7249,-0.021442
1.5377,-0.015524
1.2953,0
1.3584,-0.0084603
1.3665,-0.037468
1.3011,-0.049031
1.1563,-0.013405
1.1868,0
1.4706,0
1.5754,0
1.3133,0
1.0942,0
1.0626,-0.047741
1.1754,0
1.1382,-0.0049364
1.0675,-0.017934
1.1676,-0.04128
1.3273,0
1.5573,0
1.5756,0
1.5486,0
1.4604,-0.026518
1.6155,-0.019723
3.0316,-0.011103
2.6196,-0.038332
1.4354,-0.027764
1.2476,-0.042587
1.1789,0
0.98908,0
0.84627,0
0.87728,-0.030561
0.88138,-0.033385
1.0864,-0.0055439
1.1552,-0.009953
0.97278,-0.039634
1.0182,-0.033128
1.031,0
1.1241,-0.00071383
1.1391,-0.023439
0.94797,-0.020504
1.0268,-0.049689
2.3473,-0.049898
1.36,0
1.0773,-0.026935
0.96228,-0.041325
0.77911,0
0.73411,0
0.93017,-0.050973
0.88169,0
0.87432,-0.011404
0.76811,0
0.75868,-0.042198
0.90992,-0.019382
0.84562,-0.024193
0.7455,-0.030874
0.70003,0
0.60896,-0.018311
0.69726,-0.047341
0.73903,-0.028012
0.57124,0
0.52733,0
0.69369,0
0.85447,-0.017345
0.92155,-0.048987
0.79707,0
0.69925,-0.021556
0.71611,0
1.2263,0
1.356,0
0.76101,0
0.75857,-0.024521
0.63883,-0.0077902
0.71221,0
0.81063,-0.031037
0.86968,0
0.85005,-0.048622
0.76518,-0.046398
0.65979,0
0.63014,-0.038692
0.69115,-0.033226
0.92118,0
0.90894,0
0.93337,-0.020794
0.73213,-0.011834
0.76292,0
0.93696,0
0.9322,-0.0047351
0.73989,-0.01407
0.60595,0
0.60205,-0.01687
0.54663,-0.0087232
0.70671,0
0.73264,-0.01957
0.67988,0
0.655,0
0.69331,0
0.90332,0
0.89588,-0.015483
0.6992,-0.0067881
0.60919,0
0.59148,0
0.70156,-0.0041897
0.60198,-0.012353
0.76464,-0.087196
0.91482,-0.13431
0.97288,-0.17058
1.0512,-0.22803
1.0802,-0.19851
0.6672,-0.26848
0.64981,-0.28653
0.69791,-0.43479
0.78682,-0.39202
0.84596,-0.4484
0.87674,-0.5222
0.79292,-0.50553
0.67329,-0.46364
0.7754,-0.51578
1.0812,-0.63834
1.0213,-1.1095
0.81456,-1.1017
0.75798,-0.64617
0.71183,-0.72192
0.87147,-1.2063
1.4867,-1.232
1.032,-1.3486
0.61953,-1.5721
1.4637,-1.693
2.0983,-1.3704
1.4895,-2.0093
1.3176,-2.2724
1.2587,-2.4885
1.2977,-2.6699
1.3701,-2.8112
1.5331,-2.8696
1.5661,-3.0336
1.4559,-3.168
1.3661,-3.3672
1.6997,-3.546
1.7147,-3.6439
1.5464,-3.8128
1.3902,-3.9183
1.3991,-4.0442
1.512,-4.1002
1.4326,-4.3062
1.428,-4.4377
1.2793,-4.4532
1.3015,-4.6243
1.8772,-4.7671
1.5164,-4.8258
1.5939,-4.9282
1.422,-5.0445
1.4172,-5.1876
1.5027,-5.2378
1.8459,-5.3527
1.8225,-5.4645
1.7157,-5.5079
1.7944,-5.5502
1.831,-5.6459
1.6978,-5.6811
1.5902,-5.7156
1.8862,-5.7589
1.9995,-5.8695
2.0811,-5.8688
2.1942,-5.8879
2.3907,-5.9859
2.1585,-6
2.4752,-6
2.2338,-6
2.3772,-6
2.1526,-6
2.6123,-6
2.7541,-6
2.6726,-6
2.1426,-6
1.7694,-6
1.3119,-6
2.166,-6
1.6746,-6
2.1962,-6
1.8201,-6
2.4493,-6
3.7868,-6
6.2025,-6
4.7034,-6
2.4212,-6
2.1706,-6
2.3455,-6
2.3261,-6
2.4389,-6
2.1111,-6
2.2025,-6
1.6922,-6
1.7741,-6
2.8085,-6
3.2136,-6
1.5284,-6
1.5667,-6
1.6752,-6
1.8873,-6
1.9349,-6
2.1114,-6
1.7641,-6
2.1314,-6
2.1577,-6
1.8086,-6
1.6173,-5.9973
1.7556,-6
1.7812,-5.899
1.786,-5.8388
1.6614,-5.7706
1.4742,-5.4865
1.8029,-5.2527
2.2839,-5.2529
1.6152,-2.2558
1.7258,-4.7771
7.0778,-3.5435
7.7746,-3.2495
7.4341,-2.7751
8,-3.0105
8,-2.9495
7.4688,-2.7411
7.803,-3.0402
6.5374,-3.1519
4.9492,-3.175
3.8198,-0.86695
3.2911,-2.0851
3.5079,-3.5827
3.6994,-3.4021
2.6812,-2.8807
3.2502,-2.5095
3.9102,-2.5815
2.7904,-2.3645
3.3912,-2.4482
2.8041,-2.2941
3.459,-1.5578
1.4304,-0.88136
1.4496,-1.1709
1.6089,-1.2437
1.5924,-1.1464
1.5982,-1.1254
1.5479,-1.0145
1.3717,-0.76735
1.3964,-0.76645
1.4692,-0.86638
1.5055,-0.67454
1.534,-0.78835
1.7874,-0.65653
1.7823,-0.55762
1.7367,-0.49265
1.6953,-0.42339
1.6,-0.49137
1.8262,-0.55873
1.7721,-0.44496
1.786,-0.32783
1.6075,-0.34681
1.6264,-0.24852
1.7593,-0.2345
1.8346,-0.3609
1.7927,-0.40618
1.6539,-0.4664
1.7366,-0.44776
1.8801,-0.39828
2.9599,-0.31632
3.6981,-0.30534
2.1335,-0.23775
2.3554,-0.15831
2.5552,-0.16448
2.5699,-0.088845
2.5459,-0.10355
2.9005,-0.0094514
2.6546,-0.044491
1.6649,-0.025953
1.5517,-0.0055213
1.5776,-0.029129
1.6776,-0.0031378
1.8219,0
1.9903,-0.043784
1.7608,-0.038254
1.6991,0
1.5644,-0.01772
1.5905,-0.030076
1.5481,-0.039924
1.556,0
1.4348,0
1.6551,0
2.1733,-0.0061349
1.5083,0
1.5905,-0.045841
1.6008,-0.033804
1.524,-0.019892
1.3382,0
1.3112,0
1.3226,-0.049333
1.2377,0
1.1277,0
1.1381,0
1.3758,0
1.5176,0
1.3023,0
0.98643,-0.050202
1.0726,0
1.1304,-0.025483
1.1305,0
0.99545,0
1.1703,-0.014462
1.3176,-0.028407
1.5376,0
1.543,-0.002445
1.5299,-0.010175
1.5269,0
1.5974,0
2.9433,0
2.559,0
1.3604,0
1.249,0
1.1766,-0.021722
