aloadp,asolarp
1.2861,-0.27972
2.0799,-0.22855
2.5892,-0.22755
1.4767,-0.17495
1.6998,-0.11105
1.8653,-0.049909
1.8351,-0.039624
1.8701,-0.069307
2.0484,-0.036558
1.8812,0
1.1919,-0.028879
1.1071,-0.035435
1.1404,-0.02531
1.2042,0
1.3092,0
1.4527,0
1.3056,0
1.2578,0
1.1551,-0.043725
1.0833,-0.0046705
1.1234,-0.01665
1.1096,0
1.0554,0
1.194,-0.019773
1.539,0
1.1403,-0.032908
1.1411,-0.049829
1.2021,-0.028872
1.0799,0
0.89628,-0.016324
0.93946,-0.033616
0.89902,0
0.87128,-0.021707
0.87441,-0.01998
0.82199,-0.00012269
0.98393,0
1.1275,-0.048965
0.89012,-0.038774
0.77142,-0.036466
0.79757,0
0.82829,-0.029875
0.84121,-3.7653e-05
0.77567,-0.027184
0.78261,0
0.96442,0
1.1577,0
1.0757,0
1.0483,0
1.0569,0
1.145,-0.04271
2.1837,-0.02057
1.8193,-0.039477
0.9657,0
0.88147,-0.0055079
0.78965,-0.015611
0.70976,0
0.7008,-0.044691
0.70238,-0.0316
0.78261,-0.022501
1.0064,0
1.0062,-0.0095733
0.90211,-0.018636
0.91575,-0.0063796
0.93797,-0.015439
1.003,-0.0041568
1.0378,-0.0092642
0.92271,0
0.90954,0
2.084,-0.0039564
1.1637,-0.013219
0.96808,-0.017513
0.79005,-0.0013987
0.64835,0
0.62381,-0.043912
0.86751,0
0.82774,-0.017846
0.75765,-0.016739
0.63266,0
0.66112,0
0.7528,0
0.77125,-0.034185
0.68433,0
0.67954,0
0.60192,-0.0037338
0.61584,-0.010708
0.64629,-0.041807
0.54254,-0.0226
0.48455,-0.013777
0.60756,0
0.80514,-0.050004
0.80972,-0.027268
0.71212,0
0.68893,-0.046564
0.66089,0
1.0652,0
1.203,0
0.6182,0
0.60883,0
0.63459,-0.032449
0.61954,-0.0067719
0.70496,0
0.80118,0
0.71158,0
0.61742,0
0.62459,-0.043618
0.53957,0
0.65755,-0.0018909
0.83191,-0.021249
0.75577,0
0.79775,-0.00046027
0.64053,0
0.68591,0
0.80571,0
0.86399,-0.039662
0.61958,0
0.54209,-0.016445
0.54839,-0.018408
0.52909,0
0.66843,-0.035796
0.64662,-0.022437
0.59805,0
0.59968,0
0.65536,-0.021591
0.7728,0
0.75396,0
0.64716,0
0.5931,0
0.59695,0
0.71731,-0.035859
0.72626,-0.091422
0.87258,-0.071859
1.0695,-0.11924
1.1258,-0.23649
1.227,-0.31205
1.254,-0.3242
0.76184,-0.29454
0.82327,-0.35799
0.82035,-0.53004
0.8265,-0.49281
0.96191,-0.57527
1.0468,-0.68632
0.89208,-0.61386
0.84473,-0.61494
0.93257,-0.75096
1.2358,-0.84101
1.1281,-1.3807
0.92674,-1.3902
0.82279,-0.76556
0.79866,-1.0115
1.0291,-1.6172
1.7542,-1.6823
1.1483,-1.7551
0.8137,-1.9442
1.7337,-2.1708
2.4623,-1.7611
1.7509,-2.6554
1.5594,-2.8577
1.4802,-3.134
1.4222,-3.3778
1.5564,-3.5456
1.8196,-3.7195
1.7412,-3.8781
1.6506,-4.0712
1.6328,-4.352
1.8762,-4.5515
1.9337,-4.655
1.7586,-4.8344
1.6034,-5.0195
1.597,-5.1771
1.751,-5.3687
1.6655,-5.4456
1.6607,-5.652
1.4441,-5.7361
1.4543,-5.8661
2.1033,-6
1.7669,-6
1.831,-6
1.5903,-6
1.5708,-6
1.729,-6
2.0428,-6
2.0518,-6
1.9806,-6
2.1062,-6
2.1355,-6
1.9826,-6
1.8238,-6
2.1347,-6
2.2937,-6
2.4151,-6
2.5628,-6
2.743,-6
2.4405,-6
2.7877,-6
2.544,-6
2.7104,-6
2.5181,-6
3.0524,-6
3.1363,-6
2.7547,-6
2.01,-5.7972
1.3562,-4.6951
0.81897,-3.6342
0.96556,-2.4758
0.73905,-2.4735
0.94174,-2.476
0.84035,-2.5715
1.0307,-2.5586
1.6274,-2.5082
2.7352,-2.5594
2.0204,-2.5683
1.0266,-2.4994
0.91426,-2.4908
0.98424,-2.5248
1.005,-2.5577
1.0472,-2.5717
0.9478,-2.5233
0.93607,-2.6018
0.77595,-2.5511
0.74738,-2.5311
1.2421,-2.5171
1.4055,-2.502
0.63154,-2.5552
0.68736,-2.5045
0.72961,-2.6257
0.86124,-2.5773
0.86325,-2.5527
0.98067,-2.5058
0.76984,-2.5219
0.96424,-2.5102
0.91585,-2.5194
0.80299,-2.4166
0.74722,-2.2965
0.72356,-2.3041
0.75978,-2.3319
0.80846,-2.2265
0.73489,-2.1681
0.58321,-2.1147
0.80333,-2.0713
0.93904,-2.0269
0.73804,-0.84956
0.74784,-1.9079
3.0882,-1.3961
3.3787,-1.2794
3.2132,-1.1102
3.4582,-1.1735
3.4676,-1.1032
3.2371,-1.092
3.3635,-1.1961
2.8482,-1.1881
2.143,-1.1971
1.64,-0.31084
1.3813,-0.87088
1.4909,-1.4243
1.6648,-1.2616
1.1311,-1.1211
1.3382,-1.0079
1.7006,-0.96118
1.1729,-0.90502
1.4851,-0.96733
1.2385,-0.86412
1.4638,-0.5769
0.65396,-0.35079
0.65136,-0.40553
0.74566,-0.51765
0.75155,-0.4621
0.71327,-0.4374
0.69566,-0.37417
0.63578,-0.3574
0.62892,-0.35873
0.68025,-0.35445
0.90073,-0.40846
1.2784,-0.58882
1.7667,-0.64256
2.0704,-0.60094
2.3941,-0.71321
2.1845,-0.62781
2.1628,-0.6071
2.3904,-0.69057
2.3932,-0.57146
2.349,-0.48977
2.1092,-0.36442
2.079,-0.32641
2.3971,-0.40939
2.4892,-0.41773
2.3866,-0.53761
2.1904,-0.63243
2.1956,-0.65982
2.4722,-0.50267
3.8463,-0.43899
4.8588,-0.33864
2.7945,-0.32059
3.0608,-0.2218
3.4171,-0.12793
3.3607,-0.1176
3.3666,-0.14137
3.8291,-0.060727
3.4585,0
2.2105,-0.04363
2.0957,-0.0080769
2.1575,0
2.2663,-0.034351
2.4375,0
2.6351,-0.0076043
2.353,0
2.2429,0
2.0732,0
1.9941,-0.02461
2.0631,-0.00028883
2.0781,0
1.9305,-0.032979
2.1166,-0.030548
2.8346,-0.035835
1.9996,0
2.0832,-0.025644
2.1548,-0.013788
1.9859,-0.0031404
1.737,-0.020608
1.7823,0
1.7221,-0.0029123
1.6531,0
1.561,-0.029563
