aloadp,asolarp
0.89521,0
0.95821,0
1.2072,-0.034595
1.2707,0
1.1004,0
1.0407,-0.0031143
1.1451,-0.0064455
1.1887,0
1.2473,0
1.0406,0
1.0854,0
2.5325,-0.04163
1.4575,0
1.2085,-0.018096
0.95656,-0.017419
0.83031,-0.029554
0.75122,0
1.0396,-0.035543
1.0384,-0.011893
0.86327,0
0.82135,0
0.86082,0
0.90918,0
0.91542,0
0.78882,-0.044023
0.7692,0
0.67283,0
0.76659,-0.048046
0.73708,-0.019309
0.64232,0
0.56719,0
0.74868,-0.0044058
0.87677,0
0.97597,-0.015735
0.85767,0
0.81306,0
0.77768,0
1.2914,0
1.4701,-0.037888
0.75619,-0.015427
0.76185,0
0.71052,0
0.765,-0.024422
0.87835,0
0.93718,0
0.89798,0
0.75017,0
0.70077,0
0.69586,-0.0068555
0.78389,0
0.91242,-0.011256
0.99171,-0.021627
0.95699,0
0.81678,-0.0058397
0.80882,-0.030291
0.95832,-0.025052
1.0586,0
0.76218,-0.0011047
0.64515,-0.011218
0.581,-0.034769
0.60903,-0.013143
0.78631,0
0.78637,0
0.72673,0
0.69654,0
0.74038,0
0.9396,-0.039306
0.9589,-0.04096
0.82069,-0.0099714
0.67079,-0.032189
0.66231,-0.030829
0.8662,-0.054672
0.74457,0
0.96893,-0.078626
1.1521,-0.096033
1.2416,-0.11012
1.373,-0.13797
1.3382,-0.119
0.88112,-0.16309
0.92651,-0.22924
0.92791,-0.2073
0.94677,-0.20542
1.1303,-0.27846
1.0821,-0.33503
0.95571,-0.28791
0.93927,-0.23382
0.95682,-0.32021
1.3894,-0.39921
1.3333,-0.59408
1.0637,-0.66881
0.87975,-0.33468
0.92035,-0.44985
1.0848,-0.70935
1.9476,-0.72233
1.3636,-0.77873
0.86748,-0.89663
1.9233,-1.0426
2.7138,-0.77432
1.9486,-1.1677
1.7583,-1.3541
1.6058,-1.4535
1.659,-1.5674
1.7314,-1.5776
2.0626,-1.6694
1.963,-1.7624
1.8446,-1.8791
1.8317,-1.9363
2.0964,-2.0078
2.13,-2.1116
1.9839,-2.1898
1.826,-2.2327
1.7308,-2.3714
1.9419,-2.45
1.8457,-2.4497
1.8195,-2.5526
1.6914,-2.5685
1.6508,-2.6203
2.4358,-2.6986
2.0325,-2.8042
2.0085,-2.861
1.8197,-2.9076
1.7546,-2.9596
1.9826,-3.0883
2.3204,-3.0995
2.3019,-3.1381
2.178,-3.1581
2.3832,-3.215
2.3146,-3.2359
2.1904,-3.2906
2.1195,-3.2977
2.3993,-3.3277
2.6501,-3.3824
2.6466,-3.4456
2.8944,-3.4095
3.0707,-3.4962
2.7114,-3.4747
3.1825,-3.5382
2.8292,-3.5266
2.9634,-3.6121
2.8132,-3.648
3.3976,-3.7023
3.5015,-3.6241
3.5342,-3.5304
3.0309,-3.3194
2.5477,-3.1217
1.9085,-2.9787
3.302,-2.8027
2.5134,-2.8019
3.2174,-2.8492
2.8069,-2.9414
3.7639,-2.8789
5.7035,-2.8549
8,-2.8907
7.2296,-2.9532
3.7246,-2.8517
3.3234,-2.9263
3.5489,-2.8746
3.553,-2.8893
3.737,-2.8918
3.284,-2.8778
3.2917,-2.9498
2.6324,-2.9314
2.7182,-2.9569
4.2327,-2.929
4.8296,-2.8921
2.3498,-2.9116
2.3196,-2.8673
2.4618,-2.951
2.934,-2.9397
2.9064,-2.933
3.2517,-2.9327
2.6434,-2.9123
